Model,DPO3054
Firmware Version,2.07

Point Format,Y
Horizontal Units,S
Horizontal Scale,4e-07
Sample Interval,4e-10
Record Length,10000
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,0.01
Label,
TIME,CH1
-1.6356e-06,0.01
-1.6352e-06,0.0184
-1.6348e-06,0.0152
-1.6344e-06,0.0012
-1.6340e-06,-0.0008
-1.6336e-06,-0.0064
-1.6332e-06,-0.0172
-1.6328e-06,-0.0136
-1.6324e-06,-0.0116
-1.6320e-06,-0.0104
-1.6316e-06,0.004
-1.6312e-06,0.0088
-1.6308e-06,0.008
-1.6304e-06,0.02
-1.6300e-06,0.018
-1.6296e-06,0.0068
-1.6292e-06,0.0064
-1.6288e-06,-0.0028
-1.6284e-06,-0.0168
-1.6280e-06,-0.0168
-1.6276e-06,-0.02
-1.6272e-06,-0.02
-1.6268e-06,-0.0044
-1.6264e-06,0.0024
-1.6260e-06,0.0068
-1.6256e-06,0.0208
-1.6252e-06,0.0212
-1.6248e-06,0.014
-1.6244e-06,0.0184
-1.6240e-06,0.012
-1.6236e-06,-0.0032
-1.6232e-06,-0.006
-1.6228e-06,-0.014
-1.6224e-06,-0.0248
-1.6220e-06,-0.0192
-1.6216e-06,-0.0132
-1.6212e-06,-0.0076
-1.6208e-06,0.0072
-1.6204e-06,0.0088
-1.6200e-06,0.0088
-1.6196e-06,0.0192
-1.6192e-06,0.0164
-1.6188e-06,0.0056
-1.6184e-06,0.0048
-1.6180e-06,-0.0048
-1.6176e-06,-0.0148
-1.6172e-06,-0.0112
-1.6168e-06,-0.0112
-1.6164e-06,-0.0088
-1.6160e-06,0.004
-1.6156e-06,0.0052
-1.6152e-06,0.006
-1.6148e-06,0.0208
-1.6144e-06,0.0184
-1.6140e-06,0.0072
-1.6136e-06,0.0072
-1.6132e-06,-0.0048
-1.6128e-06,-0.0184
-1.6124e-06,-0.018
-1.6120e-06,-0.0224
-1.6116e-06,-0.0208
-1.6112e-06,-0.0064
-1.6108e-06,-0.0024
-1.6104e-06,0.0032
-1.6100e-06,0.0188
-1.6096e-06,0.0212
-1.6092e-06,0.0184
-1.6088e-06,0.0248
-1.6084e-06,0.0156
-1.6080e-06,0
-1.6076e-06,-0.0024
-1.6072e-06,-0.0136
-1.6068e-06,-0.0224
-1.6064e-06,-0.0164
-1.6060e-06,-0.016
-1.6056e-06,-0.0088
-1.6052e-06,0.0064
-1.6048e-06,0.006
-1.6044e-06,0.0076
-1.6040e-06,0.02
-1.6036e-06,0.0156
-1.6032e-06,0.0056
-1.6028e-06,0.0032
-1.6024e-06,-0.0076
-1.6020e-06,-0.0168
-1.6016e-06,-0.0128
-1.6012e-06,-0.0148
-1.6008e-06,-0.01
-1.6004e-06,0.0048
-1.6000e-06,0.0068
-1.5996e-06,0.0092
-1.5992e-06,0.0232
-1.5988e-06,0.0208
-1.5984e-06,0.0112
-1.5980e-06,0.0088
-1.5976e-06,-0.0032
-1.5972e-06,-0.0148
-1.5968e-06,-0.0168
-1.5964e-06,-0.0252
-1.5960e-06,-0.0236
-1.5956e-06,-0.0088
-1.5952e-06,-0.0048
-1.5948e-06,0.0028
-1.5944e-06,0.0188
-1.5940e-06,0.02
-1.5936e-06,0.0188
-1.5932e-06,0.0228
-1.5928e-06,0.0124
-1.5924e-06,0.002
-1.5920e-06,-0.0012
-1.5916e-06,-0.0156
-1.5912e-06,-0.0228
-1.5908e-06,-0.018
-1.5904e-06,-0.02
-1.5900e-06,-0.0104
-1.5896e-06,0.0076
-1.5892e-06,0.0076
-1.5888e-06,0.0104
-1.5884e-06,0.0224
-1.5880e-06,0.0164
-1.5876e-06,0.0068
-1.5872e-06,0.0048
-1.5868e-06,-0.0064
-1.5864e-06,-0.0152
-1.5860e-06,-0.0136
-1.5856e-06,-0.0184
-1.5852e-06,-0.0124
-1.5848e-06,0.0024
-1.5844e-06,0.004
-1.5840e-06,0.0084
-1.5836e-06,0.022
-1.5832e-06,0.02
-1.5828e-06,0.0132
-1.5824e-06,0.012
-1.5820e-06,-0.0036
-1.5816e-06,-0.014
-1.5812e-06,-0.0148
-1.5808e-06,-0.0232
-1.5804e-06,-0.0212
-1.5800e-06,-0.0068
-1.5796e-06,-0.0036
-1.5792e-06,0.0064
-1.5788e-06,0.0196
-1.5784e-06,0.0116
-1.5780e-06,0.008
-1.5776e-06,0.0144
-1.5772e-06,0.0064
-1.5768e-06,-0.002
-1.5764e-06,-0.0036
-1.5760e-06,-0.0152
-1.5756e-06,-0.0176
-1.5752e-06,-0.0084
-1.5748e-06,-0.0064
-1.5744e-06,0.0056
-1.5740e-06,0.022
-1.5736e-06,0.0144
-1.5732e-06,0.0096
-1.5728e-06,0.014
-1.5724e-06,0.0052
-1.5720e-06,-0.002
-1.5716e-06,-0.006
-1.5712e-06,-0.0176
-1.5708e-06,-0.0224
-1.5704e-06,-0.0172
-1.5700e-06,-0.0172
-1.5696e-06,-0.0064
-1.5692e-06,0.0092
-1.5688e-06,0.008
-1.5684e-06,0.014
-1.5680e-06,0.0236
-1.5676e-06,0.0152
-1.5672e-06,0.0092
-1.5668e-06,0.0072
-1.5664e-06,-0.0076
-1.5660e-06,-0.014
-1.5656e-06,-0.0124
-1.5652e-06,-0.0192
-1.5648e-06,-0.0128
-1.5644e-06,-0.0008
-1.5640e-06,-0.002
-1.5636e-06,0.0064
-1.5632e-06,0.0196
-1.5628e-06,0.0136
-1.5624e-06,0.012
-1.5620e-06,0.0132
-1.5616e-06,-0.0008
-1.5612e-06,-0.0072
-1.5608e-06,-0.0068
-1.5604e-06,-0.0172
-1.5600e-06,-0.0172
-1.5596e-06,-0.0124
-1.5592e-06,-0.0148
-1.5588e-06,-0.0036
-1.5584e-06,0.0112
-1.5580e-06,0.0092
-1.5576e-06,0.0136
-1.5572e-06,0.0228
-1.5568e-06,0.0136
-1.5564e-06,0.0064
-1.5560e-06,0.0028
-1.5556e-06,-0.0092
-1.5552e-06,-0.0104
-1.5548e-06,-0.008
-1.5544e-06,-0.0148
-1.5540e-06,-0.008
-1.5536e-06,0.0024
-1.5532e-06,-0.0004
-1.5528e-06,0.0064
-1.5524e-06,0.0176
-1.5520e-06,0.012
-1.5516e-06,0.008
-1.5512e-06,0.0048
-1.5508e-06,-0.0072
-1.5504e-06,-0.012
-1.5500e-06,-0.0136
-1.5496e-06,-0.0216
-1.5492e-06,-0.0136
-1.5488e-06,-0.0012
-1.5484e-06,-0.0028
-1.5480e-06,0.008
-1.5476e-06,0.0204
-1.5472e-06,0.016
-1.5468e-06,0.018
-1.5464e-06,0.0188
-1.5460e-06,0.006
-1.5456e-06,0.0016
-1.5452e-06,-0.002
-1.5448e-06,-0.0176
-1.5444e-06,-0.0188
-1.5440e-06,-0.0156
-1.5436e-06,-0.0204
-1.5432e-06,-0.0076
-1.5428e-06,0.0072
-1.5424e-06,0.002
-1.5420e-06,0.008
-1.5416e-06,0.0164
-1.5412e-06,0.0096
-1.5408e-06,0.0088
-1.5404e-06,0.0056
-1.5400e-06,-0.0076
-1.5396e-06,-0.0092
-1.5392e-06,-0.0088
-1.5388e-06,-0.0152
-1.5384e-06,-0.0048
-1.5380e-06,0.0064
-1.5376e-06,0.004
-1.5372e-06,0.0096
-1.5368e-06,0.0176
-1.5364e-06,0.0116
-1.5360e-06,0.012
-1.5356e-06,0.0084
-1.5352e-06,-0.0064
-1.5348e-06,-0.012
-1.5344e-06,-0.016
-1.5340e-06,-0.0272
-1.5336e-06,-0.0188
-1.5332e-06,-0.0068
-1.5328e-06,-0.006
-1.5324e-06,0.0068
-1.5320e-06,0.0188
-1.5316e-06,0.0144
-1.5312e-06,0.0172
-1.5308e-06,0.0208
-1.5304e-06,0.0108
-1.5300e-06,0.0068
-1.5296e-06,0
-1.5292e-06,-0.0144
-1.5288e-06,-0.0152
-1.5284e-06,-0.012
-1.5280e-06,-0.0172
-1.5276e-06,-0.0048
-1.5272e-06,0.0068
-1.5268e-06,0.0032
-1.5264e-06,0.0088
-1.5260e-06,0.0136
-1.5256e-06,0.0084
-1.5252e-06,0.0088
-1.5248e-06,0.0012
-1.5244e-06,-0.012
-1.5240e-06,-0.0096
-1.5236e-06,-0.0116
-1.5232e-06,-0.0184
-1.5228e-06,-0.0056
-1.5224e-06,0.0044
-1.5220e-06,0.0024
-1.5216e-06,0.0124
-1.5212e-06,0.0204
-1.5208e-06,0.016
-1.5204e-06,0.0164
-1.5200e-06,0.0104
-1.5196e-06,-0.0064
-1.5192e-06,-0.0092
-1.5188e-06,-0.0136
-1.5184e-06,-0.0252
-1.5180e-06,-0.0168
-1.5176e-06,-0.0092
-1.5172e-06,-0.0112
-1.5168e-06,0.0028
-1.5164e-06,0.0144
-1.5160e-06,0.0128
-1.5156e-06,0.02
-1.5152e-06,0.02
-1.5148e-06,0.008
-1.5144e-06,0.0068
-1.5140e-06,0
-1.5136e-06,-0.014
-1.5132e-06,-0.0132
-1.5128e-06,-0.0148
-1.5124e-06,-0.0204
-1.5120e-06,-0.0068
-1.5116e-06,0.0052
-1.5112e-06,0.0048
-1.5108e-06,0.014
-1.5104e-06,0.0184
-1.5100e-06,0.0124
-1.5096e-06,0.0132
-1.5092e-06,0.0048
-1.5088e-06,-0.01
-1.5084e-06,-0.0088
-1.5080e-06,-0.0132
-1.5076e-06,-0.0216
-1.5072e-06,-0.01
-1.5068e-06,-0.0012
-1.5064e-06,-0.002
-1.5060e-06,0.0104
-1.5056e-06,0.0192
-1.5052e-06,0.0156
-1.5048e-06,0.018
-1.5044e-06,0.0108
-1.5040e-06,-0.0036
-1.5036e-06,-0.0056
-1.5032e-06,-0.0144
-1.5028e-06,-0.026
-1.5024e-06,-0.018
-1.5020e-06,-0.0104
-1.5016e-06,-0.008
-1.5012e-06,0.008
-1.5008e-06,0.0168
-1.5004e-06,0.014
-1.5000e-06,0.0204
-1.4996e-06,0.0184
-1.4992e-06,0.008
-1.4988e-06,0.008
-1.4984e-06,-0.0016
-1.4980e-06,-0.0172
-1.4976e-06,-0.0156
-1.4972e-06,-0.018
-1.4968e-06,-0.0216
-1.4964e-06,-0.0048
-1.4960e-06,0.0072
-1.4956e-06,0.0056
-1.4952e-06,0.0132
-1.4948e-06,0.0156
-1.4944e-06,0.0108
-1.4940e-06,0.0132
-1.4936e-06,0.0032
-1.4932e-06,-0.0108
-1.4928e-06,-0.0096
-1.4924e-06,-0.0148
-1.4920e-06,-0.0208
-1.4916e-06,-0.0076
-1.4912e-06,0.0008
-1.4908e-06,0.0024
-1.4904e-06,0.012
-1.4900e-06,0.0164
-1.4896e-06,0.0156
-1.4892e-06,0.0184
-1.4888e-06,0.0076
-1.4884e-06,-0.0068
-1.4880e-06,-0.008
-1.4876e-06,-0.0184
-1.4872e-06,-0.0268
-1.4868e-06,-0.0156
-1.4864e-06,-0.0096
-1.4860e-06,-0.0064
-1.4856e-06,0.01
-1.4852e-06,0.0172
-1.4848e-06,0.0136
-1.4844e-06,0.0192
-1.4840e-06,0.0136
-1.4836e-06,0.0044
-1.4832e-06,0.0048
-1.4828e-06,-0.0056
-1.4824e-06,-0.016
-1.4820e-06,-0.0116
-1.4816e-06,-0.0136
-1.4812e-06,-0.0156
-1.4808e-06,0.0008
-1.4804e-06,0.0108
-1.4800e-06,0.0096
-1.4796e-06,0.0164
-1.4792e-06,0.0132
-1.4788e-06,0.0072
-1.4784e-06,0.0072
-1.4780e-06,-0.0056
-1.4776e-06,-0.0156
-1.4772e-06,-0.0104
-1.4768e-06,-0.0156
-1.4764e-06,-0.0192
-1.4760e-06,-0.0032
-1.4756e-06,0.0024
-1.4752e-06,0.004
-1.4748e-06,0.0172
-1.4744e-06,0.0184
-1.4740e-06,0.0144
-1.4736e-06,0.016
-1.4732e-06,0.0032
-1.4728e-06,-0.0072
-1.4724e-06,-0.0044
-1.4720e-06,-0.0144
-1.4716e-06,-0.024
-1.4712e-06,-0.0132
-1.4708e-06,-0.008
-1.4704e-06,-0.006
-1.4700e-06,0.0088
-1.4696e-06,0.0136
-1.4692e-06,0.016
-1.4688e-06,0.0224
-1.4684e-06,0.0136
-1.4680e-06,0.0036
-1.4676e-06,0.0036
-1.4672e-06,-0.0068
-1.4668e-06,-0.016
-1.4664e-06,-0.012
-1.4660e-06,-0.0168
-1.4656e-06,-0.0192
-1.4652e-06,-0.0044
-1.4648e-06,0.0024
-1.4644e-06,0.0056
-1.4640e-06,0.0156
-1.4636e-06,0.0152
-1.4632e-06,0.0128
-1.4628e-06,0.0148
-1.4624e-06,0.0016
-1.4620e-06,-0.0076
-1.4616e-06,-0.0032
-1.4612e-06,-0.0128
-1.4608e-06,-0.0176
-1.4604e-06,-0.0048
-1.4600e-06,-0.0024
-1.4596e-06,-0.0008
-1.4592e-06,0.0112
-1.4588e-06,0.012
-1.4584e-06,0.0116
-1.4580e-06,0.0152
-1.4576e-06,0.0044
-1.4572e-06,-0.0048
-1.4568e-06,-0.0056
-1.4564e-06,-0.0164
-1.4560e-06,-0.0244
-1.4556e-06,-0.016
-1.4552e-06,-0.012
-1.4548e-06,-0.006
-1.4544e-06,0.0096
-1.4540e-06,0.0136
-1.4536e-06,0.0164
-1.4532e-06,0.0236
-1.4528e-06,0.0176
-1.4524e-06,0.012
-1.4520e-06,0.0128
-1.4516e-06,-0.0016
-1.4512e-06,-0.0136
-1.4508e-06,-0.0124
-1.4504e-06,-0.0208
-1.4500e-06,-0.0236
-1.4496e-06,-0.008
-1.4492e-06,-0.0032
-1.4488e-06,-0.0008
-1.4484e-06,0.0104
-1.4480e-06,0.0108
-1.4476e-06,0.0124
-1.4472e-06,0.0184
-1.4468e-06,0.006
-1.4464e-06,-0.0036
-1.4460e-06,-0.0024
-1.4456e-06,-0.0124
-1.4452e-06,-0.0156
-1.4448e-06,-0.0044
-1.4444e-06,-0.0032
-1.4440e-06,0.0008
-1.4436e-06,0.0116
-1.4432e-06,0.0132
-1.4428e-06,0.0168
-1.4424e-06,0.0208
-1.4420e-06,0.0064
-1.4416e-06,-0.0024
-1.4412e-06,-0.0044
-1.4408e-06,-0.0196
-1.4404e-06,-0.0252
-1.4400e-06,-0.0168
-1.4396e-06,-0.0184
-1.4392e-06,-0.014
-1.4388e-06,0.0004
-1.4384e-06,0.004
-1.4380e-06,0.0116
-1.4376e-06,0.0264
-1.4372e-06,0.0244
-1.4368e-06,0.0216
-1.4364e-06,0.0204
-1.4360e-06,0.0036
-1.4356e-06,-0.0072
-1.4352e-06,-0.0092
-1.4348e-06,-0.0216
-1.4344e-06,-0.026
-1.4340e-06,-0.0144
-1.4336e-06,-0.0104
-1.4332e-06,-0.0028
-1.4328e-06,0.0088
-1.4324e-06,0.0112
-1.4320e-06,0.0176
-1.4316e-06,0.0232
-1.4312e-06,0.0088
-1.4308e-06,0.0004
-1.4304e-06,-0.0004
-1.4300e-06,-0.014
-1.4296e-06,-0.018
-1.4292e-06,-0.0104
-1.4288e-06,-0.0108
-1.4284e-06,-0.004
-1.4280e-06,0.0064
-1.4276e-06,0.0096
-1.4272e-06,0.0192
-1.4268e-06,0.0268
-1.4264e-06,0.0144
-1.4260e-06,0.0056
-1.4256e-06,0.0036
-1.4252e-06,-0.014
-1.4248e-06,-0.0204
-1.4244e-06,-0.016
-1.4240e-06,-0.02
-1.4236e-06,-0.0136
-1.4232e-06,0.0028
-1.4228e-06,0.0068
-1.4224e-06,0.0088
-1.4220e-06,0.0112
-1.4216e-06,0.002
-1.4212e-06,0.004
-1.4208e-06,0.0092
-1.4204e-06,-0.0036
-1.4200e-06,-0.008
-1.4196e-06,-0.0048
-1.4192e-06,-0.014
-1.4188e-06,-0.0088
-1.4184e-06,0.0092
-1.4180e-06,0.0176
-1.4176e-06,0.0252
-1.4172e-06,0.0244
-1.4168e-06,0.0076
-1.4164e-06,0.0044
-1.4160e-06,0.0036
-1.4156e-06,-0.0132
-1.4152e-06,-0.0188
-1.4148e-06,-0.016
-1.4144e-06,-0.028
-1.4140e-06,-0.0268
-1.4136e-06,-0.0112
-1.4132e-06,-0.0032
-1.4128e-06,0.0096
-1.4124e-06,0.0204
-1.4120e-06,0.0172
-1.4116e-06,0.0196
-1.4112e-06,0.0212
-1.4108e-06,0.006
-1.4104e-06,0.0008
-1.4100e-06,0
-1.4096e-06,-0.0128
-1.4092e-06,-0.0152
-1.4088e-06,-0.0096
-1.4084e-06,-0.0092
-1.4080e-06,-0.0012
-1.4076e-06,0.0092
-1.4072e-06,0.0092
-1.4068e-06,0.0172
-1.4064e-06,0.0196
-1.4060e-06,0.0048
-1.4056e-06,0.0004
-1.4052e-06,-0.0024
-1.4048e-06,-0.0164
-1.4044e-06,-0.0172
-1.4040e-06,-0.0132
-1.4036e-06,-0.0196
-1.4032e-06,-0.0136
-1.4028e-06,-0.0028
-1.4024e-06,0.0004
-1.4020e-06,0.0132
-1.4016e-06,0.022
-1.4012e-06,0.0168
-1.4008e-06,0.0212
-1.4004e-06,0.0204
-1.4000e-06,0.0016
-1.3996e-06,-0.0036
-1.3992e-06,-0.0044
-1.3988e-06,-0.0148
-1.3984e-06,-0.014
-1.3980e-06,-0.0072
-1.3976e-06,-0.0084
-1.3972e-06,-0.0004
-1.3968e-06,0.0072
-1.3964e-06,0.0044
-1.3960e-06,0.012
-1.3956e-06,0.014
-1.3952e-06,0.0004
-1.3948e-06,-0.0032
-1.3944e-06,-0.0076
-1.3940e-06,-0.0212
-1.3936e-06,-0.0184
-1.3932e-06,-0.012
-1.3928e-06,-0.0116
-1.3924e-06,0
-1.3920e-06,0.0096
-1.3916e-06,0.0104
-1.3912e-06,0.0228
-1.3908e-06,0.0288
-1.3904e-06,0.0196
-1.3900e-06,0.0176
-1.3896e-06,0.0116
-1.3892e-06,-0.0072
-1.3888e-06,-0.0124
-1.3884e-06,-0.0148
-1.3880e-06,-0.026
-1.3876e-06,-0.0228
-1.3872e-06,-0.0152
-1.3868e-06,-0.012
-1.3864e-06,0.0004
-1.3860e-06,0.0068
-1.3856e-06,0.0056
-1.3852e-06,0.0164
-1.3848e-06,0.018
-1.3844e-06,0.0036
-1.3840e-06,0.0032
-1.3836e-06,0.0028
-1.3832e-06,-0.008
-1.3828e-06,-0.0064
-1.3824e-06,-0.0028
-1.3820e-06,-0.004
-1.3816e-06,0.0064
-1.3812e-06,0.0116
-1.3808e-06,0.0088
-1.3804e-06,0.016
-1.3800e-06,0.0164
-1.3796e-06,0.0024
-1.3792e-06,0.0008
-1.3788e-06,-0.006
-1.3784e-06,-0.0228
-1.3780e-06,-0.0236
-1.3776e-06,-0.0216
-1.3772e-06,-0.022
-1.3768e-06,-0.0076
-1.3764e-06,0.002
-1.3760e-06,0.0044
-1.3756e-06,0.0192
-1.3752e-06,0.0228
-1.3748e-06,0.0148
-1.3744e-06,0.02
-1.3740e-06,0.0188
-1.3736e-06,0.0028
-1.3732e-06,-0.0004
-1.3728e-06,-0.006
-1.3724e-06,-0.0192
-1.3720e-06,-0.016
-1.3716e-06,-0.0092
-1.3712e-06,-0.0072
-1.3708e-06,0.0044
-1.3704e-06,0.0072
-1.3700e-06,0.002
-1.3696e-06,0.0108
-1.3692e-06,0.012
-1.3688e-06,0.0004
-1.3684e-06,-0.0012
-1.3680e-06,-0.0068
-1.3676e-06,-0.018
-1.3672e-06,-0.0132
-1.3668e-06,-0.01
-1.3664e-06,-0.0064
-1.3660e-06,0.008
-1.3656e-06,0.0124
-1.3652e-06,0.0096
-1.3648e-06,0.022
-1.3644e-06,0.022
-1.3640e-06,0.0088
-1.3636e-06,0.0084
-1.3632e-06,0.0008
-1.3628e-06,-0.016
-1.3624e-06,-0.0184
-1.3620e-06,-0.0212
-1.3616e-06,-0.0236
-1.3612e-06,-0.0096
-1.3608e-06,-0.0032
-1.3604e-06,-0.002
-1.3600e-06,0.0144
-1.3596e-06,0.0204
-1.3592e-06,0.0148
-1.3588e-06,0.0184
-1.3584e-06,0.0152
-1.3580e-06,0.0004
-1.3576e-06,-0.0024
-1.3572e-06,-0.0096
-1.3568e-06,-0.0204
-1.3564e-06,-0.0168
-1.3560e-06,-0.0136
-1.3556e-06,-0.01
-1.3552e-06,0.0072
-1.3548e-06,0.01
-1.3544e-06,0.008
-1.3540e-06,0.0212
-1.3536e-06,0.02
-1.3532e-06,0.006
-1.3528e-06,0.0028
-1.3524e-06,-0.0056
-1.3520e-06,-0.0172
-1.3516e-06,-0.0144
-1.3512e-06,-0.0148
-1.3508e-06,-0.0152
-1.3504e-06,-0.0008
-1.3500e-06,0.0044
-1.3496e-06,0.0052
-1.3492e-06,0.0212
-1.3488e-06,0.0232
-1.3484e-06,0.0104
-1.3480e-06,0.0088
-1.3476e-06,-0.0008
-1.3472e-06,-0.0148
-1.3468e-06,-0.0144
-1.3464e-06,-0.0184
-1.3460e-06,-0.0196
-1.3456e-06,-0.0068
-1.3452e-06,-0.0016
-1.3448e-06,0.004
-1.3444e-06,0.0172
-1.3440e-06,0.0156
-1.3436e-06,0.01
-1.3432e-06,0.0152
-1.3428e-06,0.008
-1.3424e-06,-0.0048
-1.3420e-06,-0.0048
-1.3416e-06,-0.012
-1.3412e-06,-0.0212
-1.3408e-06,-0.014
-1.3404e-06,-0.01
-1.3400e-06,-0.0008
-1.3396e-06,0.0168
-1.3392e-06,0.0156
-1.3388e-06,0.01
-1.3384e-06,0.0172
-1.3380e-06,0.0108
-1.3376e-06,-0.0012
-1.3372e-06,-0.002
-1.3368e-06,-0.0104
-1.3364e-06,-0.0216
-1.3360e-06,-0.0188
-1.3356e-06,-0.0172
-1.3352e-06,-0.01
-1.3348e-06,0.0072
-1.3344e-06,0.0104
-1.3340e-06,0.0108
-1.3336e-06,0.0212
-1.3332e-06,0.0172
-1.3328e-06,0.0068
-1.3324e-06,0.0076
-1.3320e-06,-0.002
-1.3316e-06,-0.0136
-1.3312e-06,-0.0132
-1.3308e-06,-0.0184
-1.3304e-06,-0.0184
-1.3300e-06,-0.004
-1.3296e-06,-0.0008
-1.3292e-06,0.0048
-1.3288e-06,0.0196
-1.3284e-06,0.018
-1.3280e-06,0.0136
-1.3276e-06,0.0184
-1.3272e-06,0.0084
-1.3268e-06,-0.0032
-1.3264e-06,-0.0044
-1.3260e-06,-0.016
-1.3256e-06,-0.0232
-1.3252e-06,-0.0168
-1.3248e-06,-0.0148
-1.3244e-06,-0.0084
-1.3240e-06,0.0084
-1.3236e-06,0.0084
-1.3232e-06,0.0104
-1.3228e-06,0.0232
-1.3224e-06,0.0188
-1.3220e-06,0.0084
-1.3216e-06,0.006
-1.3212e-06,-0.0056
-1.3208e-06,-0.0136
-1.3204e-06,-0.012
-1.3200e-06,-0.0156
-1.3196e-06,-0.0108
-1.3192e-06,0.0032
-1.3188e-06,0.0024
-1.3184e-06,0.004
-1.3180e-06,0.0188
-1.3176e-06,0.0168
-1.3172e-06,0.0108
-1.3168e-06,0.0096
-1.3164e-06,-0.0044
-1.3160e-06,-0.0164
-1.3156e-06,-0.0148
-1.3152e-06,-0.022
-1.3148e-06,-0.0196
-1.3144e-06,-0.0036
-1.3140e-06,-0.0008
-1.3136e-06,0.0052
-1.3132e-06,0.02
-1.3128e-06,0.018
-1.3124e-06,0.014
-1.3120e-06,0.0192
-1.3116e-06,0.008
-1.3112e-06,-0.0024
-1.3108e-06,-0.004
-1.3104e-06,-0.0136
-1.3100e-06,-0.0192
-1.3096e-06,-0.0124
-1.3092e-06,-0.0124
-1.3088e-06,-0.0016
-1.3084e-06,0.0144
-1.3080e-06,0.01
-1.3076e-06,0.008
-1.3072e-06,0.016
-1.3068e-06,0.0072
-1.3064e-06,0
-1.3060e-06,0
-1.3056e-06,-0.0112
-1.3052e-06,-0.014
-1.3048e-06,-0.0096
-1.3044e-06,-0.014
-1.3040e-06,-0.0076
-1.3036e-06,0.0084
-1.3032e-06,0.0084
-1.3028e-06,0.0108
-1.3024e-06,0.022
-1.3020e-06,0.0152
-1.3016e-06,0.006
-1.3012e-06,0.006
-1.3008e-06,-0.006
-1.3004e-06,-0.0144
-1.3000e-06,-0.0128
-1.2996e-06,-0.0204
-1.2992e-06,-0.018
-1.2988e-06,-0.0048
-1.2984e-06,-0.004
-1.2980e-06,0.004
-1.2976e-06,0.0188
-1.2972e-06,0.0152
-1.2968e-06,0.0144
-1.2964e-06,0.0172
-1.2960e-06,0.006
-1.2956e-06,0
-1.2952e-06,-0.0012
-1.2948e-06,-0.0136
-1.2944e-06,-0.0172
-1.2940e-06,-0.0128
-1.2936e-06,-0.016
-1.2932e-06,-0.006
-1.2928e-06,0.0104
-1.2924e-06,0.0072
-1.2920e-06,0.0088
-1.2916e-06,0.0184
-1.2912e-06,0.0108
-1.2908e-06,0.006
-1.2904e-06,0.0052
-1.2900e-06,-0.0076
-1.2896e-06,-0.012
-1.2892e-06,-0.01
-1.2888e-06,-0.0168
-1.2884e-06,-0.0104
-1.2880e-06,0.0036
-1.2876e-06,0.0024
-1.2872e-06,0.0072
-1.2868e-06,0.0184
-1.2864e-06,0.0144
-1.2860e-06,0.0108
-1.2856e-06,0.01
-1.2852e-06,-0.0036
-1.2848e-06,-0.01
-1.2844e-06,-0.0128
-1.2840e-06,-0.0236
-1.2836e-06,-0.0172
-1.2832e-06,-0.0032
-1.2828e-06,-0.0044
-1.2824e-06,0.0056
-1.2820e-06,0.0196
-1.2816e-06,0.0144
-1.2812e-06,0.0156
-1.2808e-06,0.0192
-1.2804e-06,0.008
-1.2800e-06,0.0024
-1.2796e-06,-0.0004
-1.2792e-06,-0.0164
-1.2788e-06,-0.0188
-1.2784e-06,-0.0128
-1.2780e-06,-0.0172
-1.2776e-06,-0.006
-1.2772e-06,0.0084
-1.2768e-06,0.0056
-1.2764e-06,0.0092
-1.2760e-06,0.0184
-1.2756e-06,0.0132
-1.2752e-06,0.0104
-1.2748e-06,0.006
-1.2744e-06,-0.0096
-1.2740e-06,-0.0124
-1.2736e-06,-0.0108
-1.2732e-06,-0.0184
-1.2728e-06,-0.0084
-1.2724e-06,0.0032
-1.2720e-06,0.0008
-1.2716e-06,0.0076
-1.2712e-06,0.02
-1.2708e-06,0.0156
-1.2704e-06,0.014
-1.2700e-06,0.0104
-1.2696e-06,-0.0048
-1.2692e-06,-0.0104
-1.2688e-06,-0.0132
-1.2684e-06,-0.0244
-1.2680e-06,-0.0188
-1.2676e-06,-0.0076
-1.2672e-06,-0.008
-1.2668e-06,0.0044
-1.2664e-06,0.0188
-1.2660e-06,0.0156
-1.2656e-06,0.0184
-1.2652e-06,0.02
-1.2648e-06,0.0072
-1.2644e-06,0.0032
-1.2640e-06,-0.0004
-1.2636e-06,-0.0144
-1.2632e-06,-0.016
-1.2628e-06,-0.014
-1.2624e-06,-0.02
-1.2620e-06,-0.0068
-1.2616e-06,0.0088
-1.2612e-06,0.0064
-1.2608e-06,0.0116
-1.2604e-06,0.018
-1.2600e-06,0.0108
-1.2596e-06,0.0092
-1.2592e-06,0.004
-1.2588e-06,-0.01
-1.2584e-06,-0.0104
-1.2580e-06,-0.0124
-1.2576e-06,-0.0204
-1.2572e-06,-0.01
-1.2568e-06,0.0028
-1.2564e-06,0.002
-1.2560e-06,0.0112
-1.2556e-06,0.022
-1.2552e-06,0.0156
-1.2548e-06,0.0136
-1.2544e-06,0.01
-1.2540e-06,-0.0036
-1.2536e-06,-0.0084
-1.2532e-06,-0.014
-1.2528e-06,-0.0256
-1.2524e-06,-0.0192
-1.2520e-06,-0.0104
-1.2516e-06,-0.0084
-1.2512e-06,0.006
-1.2508e-06,0.0172
-1.2504e-06,0.014
-1.2500e-06,0.0176
-1.2496e-06,0.018
-1.2492e-06,0.0068
-1.2488e-06,0.0048
-1.2484e-06,-0.0016
-1.2480e-06,-0.0156
-1.2476e-06,-0.0152
-1.2472e-06,-0.0144
